ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.121885558203328,0.0125743164928,0.012285063002032002,0.003747004880128,0.003747004880128,0.0434214420748,0.0434214420748,0.006520557709312001,0.009302712989631999
