ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.11667751982080002,0.160579966227712,0.15985624033484802,0.15814806498692802,0.178532027729152,0.175469369106688,0.166631641680832,0.180354643929088,0.14250000747140798,0.16165269289412804,0.176304032285488,0.180433803303088,0.17750886282880002,0.180162184671232,0.172294064078272,0.17911961107000002,0.177865199783872,0.17936723862404796,0.17805544334540796,0.177768218503168,0.17548127313899203,0.17548127313899203
