l_l_m,l_l_n,u_r_m,u_r_n,n,u
4.0,13.0,5.0,16.0,10.0,10.0
5.0,13.0,8.0,15.0,10.0,10.0
1.0,14.0,4.0,16.0,10.0,10.0
