l_l_m,l_l_n,u_r_m,u_r_n,n,u
3.0,0.0,5.0,1.0,23.0,23.0
5.0,0.0,8.0,2.0,23.0,23.0
5.0,0.0,8.0,2.0,23.0,23.0
3.0,6.0,4.0,7.0,23.0,23.0
7.0,4.0,8.0,5.0,23.0,23.0
