l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
3.0,6.0,4.0,13.0,0.0,0.0,0.0,12.0
4.0,6.0,8.0,13.0,0.0,0.0,1.0,22.0
2.0,6.0,3.0,7.0,1.0,1.0,5.0,14.0
2.0,6.0,3.0,7.0,1.0,1.0,6.0,0.0
2.0,6.0,4.0,13.0,3.0,3.0,7.0,1.0
7.0,6.0,8.0,13.0,4.0,4.0,13.0,0.0
6.0,5.0,7.0,6.0,4.0,4.0,14.0,3.0
7.0,3.0,8.0,6.0,4.0,4.0,15.0,0.0
2.0,5.0,6.0,6.0,6.0,6.0,21.0,2.0
2.0,5.0,6.0,6.0,6.0,6.0,22.0,0.0
7.0,5.0,8.0,6.0,6.0,6.0,24.0,1.0
1.0,4.0,7.0,5.0,10.0,10.0,29.0,1.0
2.0,5.0,3.0,6.0,12.0,12.0,31.0,0.0
1.0,0.0,3.0,4.0,19.0,19.0,41.0,0.0
3.0,1.0,5.0,4.0,19.0,19.0,42.0,0.0
5.0,2.0,8.0,4.0,19.0,19.0,43.0,0.0
