ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.8888888888888888,0.6666666666666667,1.0,0.5,1.0,0.375,0.33333333333333337,1.0,0.6,0.3125,1.0,1.0,1.0,1.0
