l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,6.0,7.0,13.0,0.0,0.0,0.0,20.0
7.0,7.0,8.0,13.0,0.0,0.0,1.0,5.0
6.0,13.0,7.0,14.0,3.0,3.0,16.0,5.0
7.0,13.0,8.0,16.0,3.0,3.0,17.0,3.0
1.0,13.0,4.0,17.0,5.0,5.0,24.0,0.0
4.0,13.0,6.0,16.0,5.0,5.0,25.0,1.0
6.0,14.0,7.0,16.0,5.0,5.0,26.0,2.0
1.0,13.0,3.0,15.0,9.0,9.0,29.0,3.0
3.0,13.0,6.0,14.0,9.0,9.0,30.0,4.0
3.0,13.0,6.0,14.0,9.0,9.0,31.0,0.0
7.0,11.0,8.0,12.0,11.0,11.0,33.0,6.0
3.0,13.0,4.0,16.0,13.0,13.0,36.0,0.0
1.0,15.0,3.0,17.0,13.0,13.0,37.0,0.0
7.0,12.0,8.0,13.0,13.0,13.0,38.0,5.0
3.0,14.0,6.0,15.0,14.0,14.0,39.0,0.0
7.0,13.0,8.0,14.0,18.0,18.0,47.0,1.0
2.0,13.0,3.0,14.0,18.0,18.0,48.0,1.0
1.0,15.0,2.0,16.0,22.0,22.0,52.0,0.0
3.0,14.0,4.0,15.0,22.0,22.0,53.0,0.0
1.0,13.0,2.0,14.0,23.0,23.0,54.0,0.0
