l_l_m,l_l_n,u_r_m,u_r_n,n,u
4.0,0.0,8.0,2.0,20.0,20.0
8.0,0.0,9.0,4.0,20.0,20.0
8.0,0.0,9.0,4.0,20.0,20.0
9.0,9.0,10.0,11.0,20.0,20.0
6.0,5.0,7.0,6.0,20.0,20.0
