ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.026216478923199997,0.13991469027179199,0.150614660220928,0.149620807871152,0.143924723827648,0.14455604388932797,0.149620807871152,0.14923290834347203,0.146717751979312,0.15335903361068803,0.14670135750443197,0.15117792300851202
