l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,14.0,2.0,17.0,10.0,10.0
5.0,13.0,6.0,15.0,10.0,10.0
6.0,13.0,7.0,14.0,10.0,10.0
6.0,13.0,7.0,14.0,10.0,10.0
-0.0,12.0,1.0,14.0,10.0,10.0
