ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0.070834412458672,0.11684207203000002,0.11721841599788799,0.114636244325632,0.11612402842436802,0.120892973820208,0.120892973820208,0.114857728937008,0.12089351991500802,0.12612262983884798,0.116727146775808,0.12808360084480003,0.107023732186048,0.120892973820208,0.120892973820208,0.126342203031808,0.123440003219392,0.122876594978992,0.126174738484672,0.12136621552388799
