l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,4.0,3.0,12.0,0.0,0.0,0.0,7.0
3.0,5.0,6.0,12.0,0.0,0.0,1.0,27.0
6.0,5.0,8.0,11.0,0.0,0.0,2.0,3.0
6.0,7.0,8.0,13.0,1.0,1.0,3.0,21.0
2.0,12.0,6.0,13.0,1.0,1.0,4.0,8.0
1.0,12.0,2.0,13.0,1.0,1.0,5.0,15.0
6.0,6.0,8.0,7.0,7.0,7.0,19.0,11.0
2.0,6.0,3.0,12.0,7.0,7.0,22.0,18.0
1.0,7.0,2.0,12.0,9.0,9.0,29.0,12.0
1.0,4.0,2.0,7.0,10.0,10.0,32.0,1.0
1.0,6.0,2.0,7.0,12.0,12.0,41.0,5.0
2.0,12.0,3.0,13.0,13.0,13.0,42.0,8.0
3.0,12.0,4.0,13.0,20.0,20.0,51.0,6.0
4.0,12.0,6.0,13.0,21.0,21.0,53.0,4.0
4.0,12.0,5.0,13.0,23.0,23.0,55.0,0.0
6.0,6.0,7.0,7.0,23.0,23.0,56.0,0.0
