ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.102869598282928,0.016030897525168,0.018857652969471998,0.011105253403071998,0.005376569131312001,0.005632150536448,0.010552092960688,0.031513235943472,0.0066081237568,0.006388698462208,0.008612544269248,0.005998122163888
