l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,6.0,3.0,14.0,0.0,0.0,0.0,0.0
3.0,6.0,6.0,13.0,0.0,0.0,1.0,25.0
6.0,7.0,8.0,13.0,0.0,0.0,2.0,25.0
6.0,2.0,8.0,7.0,1.0,1.0,3.0,1.0
8.0,2.0,9.0,10.0,1.0,1.0,4.0,7.0
2.0,3.0,3.0,5.0,1.0,1.0,5.0,0.0
3.0,3.0,6.0,6.0,1.0,1.0,6.0,2.0
3.0,3.0,6.0,6.0,1.0,1.0,7.0,0.0
2.0,7.0,3.0,9.0,1.0,1.0,8.0,20.0
8.0,10.0,9.0,14.0,2.0,2.0,9.0,7.0
6.0,13.0,8.0,14.0,2.0,2.0,10.0,7.0
2.0,11.0,3.0,12.0,2.0,2.0,11.0,20.0
1.0,9.0,2.0,17.0,3.0,3.0,12.0,1.0
2.0,9.0,3.0,11.0,3.0,3.0,13.0,20.0
2.0,12.0,3.0,17.0,3.0,3.0,14.0,0.0
3.0,13.0,6.0,16.0,3.0,3.0,15.0,1.0
6.0,14.0,8.0,16.0,3.0,3.0,16.0,0.0
6.0,6.0,8.0,7.0,4.0,4.0,17.0,8.0
2.0,6.0,3.0,7.0,4.0,4.0,18.0,11.0
2.0,12.0,3.0,14.0,5.0,5.0,19.0,14.0
3.0,13.0,6.0,14.0,5.0,5.0,20.0,10.0
1.0,7.0,2.0,9.0,5.0,5.0,21.0,13.0
1.0,4.0,2.0,7.0,6.0,6.0,22.0,0.0
2.0,4.0,3.0,6.0,6.0,6.0,23.0,2.0
2.0,4.0,3.0,6.0,6.0,6.0,24.0,0.0
1.0,9.0,2.0,12.0,6.0,6.0,25.0,12.0
6.0,5.0,8.0,6.0,6.0,6.0,26.0,5.0
1.0,12.0,2.0,13.0,7.0,7.0,27.0,8.0
1.0,6.0,2.0,7.0,8.0,8.0,28.0,5.0
1.0,13.0,2.0,15.0,10.0,10.0,29.0,6.0
2.0,14.0,3.0,15.0,10.0,10.0,30.0,3.0
1.0,5.0,2.0,6.0,10.0,10.0,31.0,0.0
3.0,5.0,6.0,6.0,14.0,14.0,32.0,0.0
7.0,4.0,8.0,5.0,14.0,14.0,33.0,1.0
9.0,4.0,10.0,16.0,17.0,17.0,34.0,1.0
7.0,14.0,9.0,16.0,17.0,17.0,35.0,2.0
8.0,16.0,9.0,17.0,19.0,19.0,36.0,0.0
6.0,14.0,7.0,15.0,19.0,19.0,37.0,1.0
8.0,8.0,9.0,10.0,20.0,20.0,38.0,0.0
6.0,15.0,7.0,16.0,20.0,20.0,39.0,0.0
3.0,14.0,4.0,15.0,21.0,21.0,40.0,0.0
