ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.024682015471407998,0.11913794248120001,0.127063976593408,0.117521091141568,0.124009829192752,0.12814435765931198,0.12924476799999998,0.12720795052868802,0.12903291144491202,0.129389617346992,0.11913794248120001
