ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.12628119688748798,0.009588730674111999,0.0036582136972,0.056677704215488005,0.0052491494157280005,0.019122203067568,0.005473955933872,0.005120618863408,0.006212064356799999,0.003725651372848,0.008335901704192
