l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
0.0,1.0,2.0,2.0,0.0
0.0,2.0,2.0,14.0,0.0
0.0,14.0,2.0,15.0,0.0
2.0,2.0,3.0,14.0,1.0
3.0,4.0,4.0,12.0,2.0
4.0,5.0,5.0,12.0,3.0
5.0,5.0,6.0,11.0,4.0
6.0,6.0,7.0,7.0,5.0
