l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,4.0,3.0,12.0,0.0,0.0,0.0,3.0
3.0,5.0,6.0,12.0,0.0,0.0,1.0,22.0
6.0,5.0,8.0,11.0,0.0,0.0,2.0,20.0
6.0,7.0,8.0,13.0,1.0,1.0,3.0,1.0
2.0,12.0,6.0,13.0,1.0,1.0,4.0,16.0
1.0,12.0,2.0,13.0,1.0,1.0,5.0,12.0
2.0,5.0,3.0,11.0,3.0,3.0,10.0,5.0
2.0,12.0,3.0,13.0,4.0,4.0,11.0,1.0
6.0,11.0,7.0,12.0,4.0,4.0,12.0,15.0
1.0,5.0,2.0,12.0,5.0,5.0,13.0,11.0
2.0,11.0,3.0,12.0,5.0,5.0,14.0,16.0
7.0,11.0,8.0,12.0,5.0,5.0,15.0,13.0
6.0,12.0,8.0,13.0,7.0,7.0,18.0,12.0
2.0,9.0,3.0,11.0,10.0,10.0,23.0,12.0
2.0,6.0,3.0,9.0,11.0,11.0,25.0,9.0
2.0,8.0,3.0,9.0,14.0,14.0,31.0,1.0
1.0,8.0,2.0,10.0,19.0,19.0,35.0,1.0
1.0,10.0,2.0,11.0,22.0,22.0,36.0,0.0
