ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.090928293972928,0.078562639679488,0.074203775401408,0.09190593984716801,0.127010070770992,0.115961441926192,0.12125030431019199,0.127010070770992,0.11829955886079999,0.124727968228912,0.127045080843712,0.126585777124528,0.109272518873008,0.12074501397299198,0.12469594622660798,0.125014086730672
