l_l_m,l_l_n,u_r_m,u_r_n,n,u
8.0,0.0,9.0,2.0,27.0,27.0
2.0,1.0,7.0,3.0,27.0,27.0
7.0,1.0,8.0,2.0,27.0,27.0
7.0,1.0,8.0,2.0,27.0,27.0
8.0,17.0,9.0,20.0,27.0,27.0
