ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.11564242023212801,0.07363493043179199,0.10249979619716801,0.145479539357872,0.130553865621808,0.14357139652499198,0.14357139652499198,0.14541008528204802,0.14256662946092802,0.120022507606192,0.1356069695488,0.14357139652499198,0.144908511981568,0.138412392459568,0.14312090327084798,0.14330486923,0.137391280697392,0.145593960977968,0.131793348442048
