l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,23.0
1.0,5.0,2.0,12.0,3.0,3.0,6.0,3.0
1.0,5.0,2.0,8.0,5.0,5.0,15.0,4.0
1.0,12.0,2.0,13.0,7.0,7.0,17.0,4.0
2.0,13.0,6.0,15.0,9.0,9.0,18.0,0.0
1.0,13.0,2.0,15.0,9.0,9.0,19.0,1.0
6.0,13.0,8.0,14.0,9.0,9.0,20.0,3.0
6.0,13.0,8.0,14.0,9.0,9.0,21.0,0.0
5.0,13.0,6.0,14.0,10.0,10.0,31.0,2.0
1.0,8.0,2.0,9.0,11.0,11.0,33.0,7.0
1.0,9.0,2.0,12.0,12.0,12.0,34.0,5.0
1.0,7.0,2.0,8.0,12.0,12.0,35.0,5.0
3.0,13.0,5.0,15.0,21.0,21.0,40.0,1.0
2.0,13.0,3.0,14.0,22.0,22.0,46.0,0.0
1.0,9.0,2.0,10.0,23.0,23.0,47.0,0.0
