ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.024809213580207996,0.111714024746032,0.12065495879723201,0.120757023107008,0.10995409777868799,0.11859777616480001,0.117781283781808,0.117781283781808,0.12066805627000002,0.12065495879723201,0.11625760208939201,0.12065495879723201,0.11660255383595201,0.12075101848772801,0.120699164762368
