ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.13056621159659199,0.011366411005888,0.0060398050731999995,0.004477963913152,0.004477963913152,0.0085038104428,0.007566734180608001,0.012568984870911999,0.008243185242112,0.025116742379967995,0.004506317155888,0.004312349674432,0.004809613535152,0.003841133085952,0.0039471227601279996,0.006586226074672,0.005313155313328
