ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.018647624416192,0.12148872994052798,0.11091051544119998,0.1228496840512,0.12148872994052798,0.11122181270828799,0.12510969532460797,0.11564080706680002,0.12251045491244798,0.12496325338628803
