ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.11270867093036802,0.006266482030528001,0.062927376376768,0.006248129028351999,0.0038284335052,0.012250157106112,0.005855503811632,0.006241168305088,0.040334655367168,0.040334655367168,0.004994111311792,0.004979715929008,0.005156968872112,0.012603311057968001,0.0049324743710079996,0.005410802123008001,0.005351136584128,0.008249943395248
