ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.013319575,0.097248818758912,0.009624204434608,0.013319575,0.010926844260352002,0.006856266913072,0.0169707457708,0.012598978121151998,0.004932787164208,0.003798084294448,0.007429539506991999,0.006205422089391999
