l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
0.0,5.0,1.0,19.0,0.0
0.0,19.0,1.0,20.0,0.0
1.0,6.0,2.0,7.0,1.0
1.0,7.0,2.0,19.0,1.0
1.0,19.0,2.0,20.0,1.0
2.0,7.0,3.0,19.0,2.0
3.0,9.0,4.0,17.0,3.0
4.0,10.0,5.0,17.0,4.0
5.0,10.0,6.0,16.0,5.0
5.0,10.0,6.0,16.0,6.0
