l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
8.0,9.0,9.0,19.0,0.0
9.0,13.0,10.0,16.0,1.0
3.0,11.0,5.0,17.0,2.0
5.0,11.0,6.0,18.0,3.0
6.0,10.0,7.0,18.0,4.0
7.0,10.0,8.0,19.0,5.0
7.0,10.0,8.0,19.0,6.0
