l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
3.0,0.0,5.0,3.0,0.0
5.0,0.0,9.0,4.0,1.0
9.0,0.0,10.0,4.0,1.0
7.0,4.0,8.0,5.0,2.0
8.0,4.0,9.0,6.0,3.0
7.0,15.0,9.0,17.0,4.0
3.0,17.0,4.0,20.0,5.0
4.0,17.0,8.0,20.0,5.0
8.0,17.0,10.0,20.0,5.0
6.0,16.0,7.0,17.0,6.0
