ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.098013805217728,0.0817567897408,0.102954880835008,0.117216795253552,0.113650741148848,0.108563962478848,0.11470433649323199,0.117560026174912
