ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.024052315479999996,0.057560532839872,0.028210725756592,0.030954898151871996,0.006024330115072,0.017813413753791998,0.018104821392832,0.0058151483853279996,0.003765266938672,0.005134092079552,0.0040066700272000004
