ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.02369999923,0.057530120733952,0.031892839239472,0.034022653747648006,0.011189938328368,0.003731530913728,0.014948815218351999,0.013154780851648,0.016689623639488,0.006214278530608,0.010248456216832,0.004940294460208,0.005308761602608,0.004989416964352,0.010082050182448,0.0038532145228,0.0036922367500000003,0.008434169146672,0.0072956963392000005,0.005106207424048,0.0037977746513919997,0.007281969226288
