ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.021367595036608,0.1235946180652,0.12372727802675199,0.121628252243968,0.12559753533875198,0.12810199402628802,0.12818393872,0.128079142033408,0.128157179216128,0.128162753948608,0.121628252243968,0.12559753533875198,0.12559753533875198
