ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.091136372865712,0.015080202170368,0.012365881749952,0.009091879551232,0.015080202170368,0.009091879551232,0.017738232534448,0.012610310725888002,0.0040240439797120005,0.004069353096448,0.007449996686128,0.008113888341952,0.009048460811199999,0.009048460811199999,0.0049988058536319996,0.0039136414192
