ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.020871373653807996,0.123210682729648,0.125432634392512,0.125427102134272,0.123196939272448,0.125309838591232,0.12243804097120001,0.11859126681644802,0.11859126681644802,0.125432634392512,0.1254293150272,0.125419910327728,0.12243804097120001,0.11573707287443201,0.124736802396208
