ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.11904761904761907,0.75,0.6,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
