ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.1326660257392,0.010937370591232,0.0169862466112,0.004909017343408,0.0052246860748000005,0.009588730674111999,0.003622964474032,0.003686359293952
