ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.109304163754288,0.037771150869952,0.11422851941060799,0.11442669373124799,0.11222347706756801,0.11528502543044802,0.11847520433075201,0.0971519385868,0.12399660535479999
