ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.135232821757888,0.014247232315648,0.016671750442431996,0.007744780183552,0.021715849318192,0.0163418605612,0.006785042633008,0.005805061740591999,0.011867815125952001,0.011867815125952001
