l_l_m,l_l_n,u_r_m,u_r_n,n,u
9.0,14.0,10.0,20.0,17.0,17.0
7.0,15.0,8.0,18.0,17.0,17.0
8.0,15.0,9.0,20.0,17.0,17.0
8.0,15.0,9.0,20.0,17.0,17.0
8.0,0.0,9.0,4.0,17.0,17.0
9.0,0.0,10.0,5.0,17.0,17.0
7.0,2.0,8.0,6.0,17.0,17.0
6.0,14.0,7.0,15.0,17.0,17.0
