l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,7.0,12.0,0.0,0.0,0.0,28.0
7.0,5.0,8.0,12.0,0.0,0.0,1.0,2.0
7.0,7.0,8.0,13.0,1.0,1.0,2.0,1.0
1.0,12.0,7.0,13.0,1.0,1.0,3.0,19.0
1.0,13.0,3.0,16.0,2.0,2.0,4.0,9.0
3.0,13.0,7.0,15.0,2.0,2.0,5.0,3.0
7.0,13.0,8.0,14.0,2.0,2.0,6.0,9.0
7.0,13.0,8.0,14.0,2.0,2.0,7.0,0.0
1.0,12.0,4.0,13.0,4.0,4.0,9.0,2.0
7.0,6.0,8.0,12.0,5.0,5.0,10.0,0.0
7.0,8.0,8.0,9.0,6.0,6.0,14.0,18.0
3.0,13.0,7.0,14.0,7.0,7.0,15.0,3.0
7.0,9.0,8.0,13.0,7.0,7.0,16.0,14.0
3.0,13.0,4.0,14.0,9.0,9.0,19.0,2.0
7.0,7.0,8.0,8.0,9.0,9.0,20.0,14.0
7.0,9.0,8.0,12.0,20.0,20.0,30.0,5.0
2.0,12.0,3.0,13.0,23.0,23.0,33.0,0.0
7.0,12.0,8.0,13.0,24.0,24.0,36.0,3.0
