ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30,ct_31,ct_32
0.049392225549232005,0.1121080097392,0.085996977349552,0.11298860888516801,0.11298860888516801,0.10568382664595201,0.099996786251008,0.109525765014448,0.11385231406719999,0.11385231406719999,0.11186975427884799,0.10948196030099198,0.11002756820804799,0.11365287920900802,0.106001044001728,0.10540496041259201,0.10540496041259201,0.109145443270912,0.113805251577088,0.11363791307819199,0.08962123084100801,0.07515611728,0.07515611728,0.11168692581932799,0.11347653572036799,0.108716604549568,0.11384161745920002,0.11377209793120001,0.11377209793120001,0.1121080097392,0.09681082666316801,0.1121080097392,0.1116029865472
