ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.0108449664748,0.123062831484928,0.1294153495468,0.13350173866475198,0.1355955917632,0.1355955917632,0.133654506893872,0.13566215671172802
