ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28
0.10369860882999998,0.09515092842131201,0.081693890996272,0.104509055004208,0.12633388339652799,0.11988907825811201,0.134482812467632,0.11996912964356801,0.131481536766208,0.124047850499008,0.132474175,0.1346439287212,0.1346439287212,0.130507291390912,0.132585887696128,0.128046817304512,0.13466662675,0.13253510499884802,0.130603813277632,0.134482812467632,0.134506635128368,0.133692425801152,0.13010128182880001,0.126470349963952,0.126470349963952,0.13441702446519999,0.13265304445124804,0.132802639168768,0.13283934147908802
