ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.108611852684848,0.07659324194027199,0.1049759380492,0.090086110954288,0.11841718792580799,0.132003999400192,0.12097817505476799,0.108611852684848,0.12725187689363202
