ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27
0.096883780556032,0.087994266865072,0.080103811072048,0.087555885549568,0.09712151153080001,0.098954681114032,0.065665358291392,0.097242731118592,0.09475124475212801,0.09475124475212801,0.09533736505139201,0.099630950529328,0.099983987340208,0.101104137178288,0.101104137178288,0.098954681114032,0.093686246840752,0.094972161218992,0.100213938020608,0.09815523210879999,0.100532263763248,0.074981548929328,0.10095618921899199,0.10089097104716802,0.09820052317355199,0.10056406337080001,0.093555962904112,0.091082724655408
