l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,3.0,4.0,5.0,2.0,2.0
4.0,4.0,6.0,5.0,2.0,2.0
6.0,4.0,8.0,6.0,2.0,2.0
6.0,4.0,8.0,6.0,2.0,2.0
