ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.7380952380952381,1.0,0.6,0.38888888888888884,0.38888888888888884,0.6666666666666667,1.0,1.0,1.0,1.0,0.5,0.5,1.0
