l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,4.0,3.0,12.0,0.0,0.0,0.0,7.0
3.0,5.0,6.0,12.0,0.0,0.0,1.0,21.0
6.0,5.0,8.0,11.0,0.0,0.0,2.0,3.0
6.0,7.0,8.0,13.0,1.0,1.0,3.0,15.0
2.0,12.0,6.0,13.0,1.0,1.0,4.0,10.0
1.0,12.0,2.0,13.0,1.0,1.0,5.0,10.0
1.0,7.0,3.0,12.0,3.0,3.0,9.0,5.0
1.0,13.0,7.0,14.0,3.0,3.0,10.0,4.0
1.0,13.0,5.0,14.0,9.0,9.0,23.0,1.0
1.0,6.0,3.0,7.0,12.0,12.0,29.0,1.0
2.0,5.0,3.0,11.0,15.0,15.0,33.0,6.0
2.0,11.0,3.0,12.0,16.0,16.0,34.0,4.0
1.0,7.0,2.0,12.0,19.0,19.0,38.0,2.0
2.0,12.0,4.0,13.0,20.0,20.0,42.0,0.0
1.0,5.0,2.0,7.0,20.0,20.0,43.0,1.0
1.0,13.0,2.0,14.0,21.0,21.0,44.0,0.0
