l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,5.0,12.0,0.0,0.0,0.0,18.0
5.0,6.0,8.0,12.0,0.0,0.0,1.0,18.0
7.0,12.0,8.0,13.0,1.0,1.0,3.0,10.0
2.0,3.0,5.0,5.0,2.0,2.0,5.0,1.0
5.0,3.0,8.0,6.0,2.0,2.0,6.0,0.0
5.0,3.0,8.0,6.0,2.0,2.0,7.0,0.0
5.0,5.0,8.0,6.0,3.0,3.0,8.0,2.0
5.0,5.0,6.0,6.0,4.0,4.0,9.0,3.0
2.0,4.0,8.0,5.0,5.0,5.0,10.0,0.0
4.0,13.0,8.0,15.0,6.0,6.0,11.0,0.0
8.0,7.0,9.0,13.0,7.0,7.0,13.0,1.0
7.0,13.0,8.0,14.0,7.0,7.0,14.0,4.0
6.0,5.0,7.0,6.0,14.0,14.0,25.0,2.0
8.0,2.0,9.0,9.0,15.0,15.0,27.0,0.0
5.0,2.0,7.0,5.0,15.0,15.0,28.0,0.0
7.0,2.0,8.0,6.0,15.0,15.0,29.0,0.0
8.0,5.0,9.0,7.0,17.0,17.0,30.0,0.0
8.0,13.0,9.0,14.0,17.0,17.0,31.0,0.0
7.0,5.0,8.0,6.0,18.0,18.0,32.0,0.0
