l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
8.0,0.0,10.0,3.0,0.0
8.0,3.0,10.0,17.0,0.0
8.0,17.0,10.0,20.0,0.0
5.0,8.0,6.0,14.0,1.0
6.0,6.0,7.0,16.0,2.0
7.0,3.0,8.0,5.0,3.0
7.0,5.0,8.0,17.0,3.0
7.0,17.0,8.0,19.0,3.0
