ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.7142857142857143,0.5555555555555556,0.625,1.0,1.0,0.5,0.5,0.625,0.33333333333333337,1.0,0.6,1.0,1.0
