ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30,ct_31
0.112820617535488,0.102179418710272,0.087655479470512,0.108015577994032,0.129332006225152,0.115735997125888,0.132797557598128,0.128790462962608,0.129217929699328,0.1340117775088,0.128653110511792,0.129217929699328,0.13704676214675202,0.13480908843443198,0.1334372554348,0.1370547573568,0.131308860008752,0.13290146139716802,0.134869835660848,0.132797557598128,0.1293090761932,0.13402084114067198,0.136741357790512,0.136967961280768,0.1359256878592,0.1359256878592,0.134536699232512,0.137023919622592,0.137068463825152,0.1359256878592,0.12978139207019201,0.134471468879152
